vin_num,year,make,model,trim,body_style,ext_color,int_color,transmission,city_mpg,hwy_mpg,mileage,price,dealership,alert_dt
1C4HJWDG5HL601828,2017,Jeep,Wrangler Unlimited,Unlimited Sport,Convertible,Billet Silver Metallic Clearcoat,Black,automatic,16,20,72935,32491,Ancira Buick GMC,2022-04-01
1C6RR6LTXKS515348,2019,RAM,1500 Classic,Lone Star,Crew Cab Pickup,Delmonico Red Pearlcoat,Diesel Gray/Black,automatic,15,22,78663,32637,Ancira Volkswagen of San Antonio,2022-04-01
5TFAX5GN5KX160223,2019,Toyota,Tacoma,SR,Crew Cab Pickup,Gray,Gone,automatic,20,23,6417,32988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
KNDPR3A65M7925508,2021,Kia,Sportage,SX Turbo,Sport Utility,Pacific Blue,Black,automatic,20,28,7374,32991,Ancira Kia,2022-04-01
5TDKZRFH7JS545305,2018,Toyota,Highlander,XLE,4D Sport Utility,Gray,Black,automatic,0,27,44965,32997,Ancira Ford Floresville,2022-04-01
5N1AT2MT4LC763164,2020,Nissan,Rogue,SL,SUV,Gun Metallic,Charcoal,automatic,26,33,2750,33448,Ancira Nissan,2022-04-01
1FTEW1CB7KKD96703,2019,Ford,F-150,XLT,4D SuperCrew,Red,Medium Earth Gray,automatic,19,25,62753,33551,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1FTEW1EG3FFC14700,2015,Ford,F-150,Platinum,4D SuperCrew,Black,Black,automatic,17,23,125502,33592,Ancira Ford Floresville,2022-04-01
2C4RC1FG0LR150774,2020,Chrysler,Pacifica,Touring,4D Passenger Van,Billet Silver Metallic Clearcoat,Black,automatic,19,28,36122,33791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1GCVKREC5JZ195033,2018,Chevrolet,Silverado 1500,LT LT1,4D Double Cab,Summit White,Black,automatic,16,22,72065,33991,Ancira Chevy,2022-04-01
JTMW1RFV9MD073588,2021,Toyota,RAV4,XLE,SUV,Lunar Rock,Black,automatic,28,35,11476,33991,Ancira Nissan,2022-04-01
ZAM57RTA1F1142110,2015,Maserati,Ghibli,S Q4,Sedan,Grigio Metallic,Nero,automatic,15,25,36778,33991,Ancira Nissan,2022-04-01
5UXKR2C38H0U22639,2017,BMW,X5,sDrive35i,Sports Activity Vehicle,White Metallic,Black,automatic,18,25,68986,33994,Ancira Volkswagen of San Antonio,2022-04-01
1FTEW1E54JKC80428,2018,Ford,F-150,Lariat,4D SuperCrew,Ingot Silver,Black,automatic,16,22,99658,33997,Ancira Ford Floresville,2022-04-01
KM8J33AL5MU390089,2021,Hyundai,Tucson,Ultimate,4D Sport Utility,Black,Black,automatic,22,28,11264,33998,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
5TFRY5F14LX271703,2020,Toyota,Tundra,SR5,Crew Cab Pickup,Super White,Graphite,automatic,13,18,26981,34498,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1N6AA1E61JN517779,2018,Nissan,Titan,SV,Crew Cab Pickup,Pearl White,Black,automatic,15,21,44231,34557,Ancira Volkswagen of San Antonio,2022-04-01
1FTEW1CP8KKC01879,2019,Ford,F-150,XLT,Crew Cab Pickup,Stone Gray,Medium Light Camel,automatic,20,26,59429,34691,Ancira Nissan,2022-04-01
2C3CDXCT9KH633289,2019,Dodge,Charger,R/T,4D Sedan,White Knuckle Clearcoat,Black,automatic,16,25,36905,34991,Ancira Chevy,2022-04-01
1C4GJXAG0KW685570,2019,Jeep,Wrangler,Sport,2D Sport Utility,White,Gone,automatic,17,25,27753,34991,Ancira Chevy,2022-04-01
3GNKBBRA1MS568032,2021,Chevrolet,Blazer,LT,4D Sport Utility,Silver Ice Metallic,Jet Black,automatic,21,27,23826,34991,Ancira Chevy,2022-04-01
JTEZU5JR4H5157952,2017,Toyota,4Runner,Limited,4D Sport Utility,Magnetic Gray Metallic,Black,automatic,17,21,65230,34991,Ancira Chevy,2022-04-01
1G1FG1R75G0124408,2016,Chevrolet,Camaro,SS 2SS,2D Coupe,Nightfall Gray Metallic,jet black,automatic,16,25,77615,34991,Ancira Chevy,2022-04-01
JTEZU5JRXJ5174048,2018,Toyota,4Runner,SR5,Sport Utility,Super White,Black Graphite,automatic,17,21,57876,34991,Ancira Kia,2022-04-01
2FMPK3K91LBA69509,2020,Ford,Edge,Titanium,4D Sport Utility,Iconic Silver Metallic,Ebony,automatic,21,29,29412,34997,Ancira Ford Floresville,2022-04-01
2FMPK3K91KBB12972,2019,Ford,Edge,Titanium,4D Sport Utility,Ruby Red,Ceramic,automatic,22,29,11119,34997,Ancira Ford Floresville,2022-04-01
1C4RDJDG3KC651889,2019,Dodge,Durango,GT Plus,Sport Utility,Octane Red Pearlcoat,Black,automatic,18,25,42468,34998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1N6AA1E51JN539871,2018,Nissan,Titan,SV,Crew Cab Pickup,Pearl White,Black,automatic,15,21,40809,35491,Ancira Nissan,2022-04-01
3GTU2MEC7JG207147,2018,GMC,Sierra 1500,SLE,4D Crew Cab,Summit White,Black,automatic,16,22,85877,35497,Ancira Ford Floresville,2022-04-01
1FM5K7D85KGA15849,2019,Ford,Explorer,XLT,Sport Utility,Magnetic Metallic,Ebony Black,automatic,17,24,7344,35991,Ancira Volkswagen of Laredo,2022-04-01
5TFDY5F12JX698854,2018,Toyota,Tundra,SR5,4D CrewMax,Silver,Black,automatic,13,17,88292,35991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1GNSCHKC4JR101830,2018,Chevrolet,Suburban,LT,Sport Utility,Black,Jet Black,automatic,16,23,93938,35991,Ancira Buick GMC,2022-04-01
1C4RJEAG6KC710714,2019,Jeep,Grand Cherokee,Altitude,4D Sport Utility,Black,Black,automatic,19,26,15919,35991,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
5TDKZRFH4KS559602,2019,Toyota,Highlander,XLE,Sport Utility,Celestial Silver Metallic,Ash,automatic,21,27,37513,35991,Ancira Kia,2022-04-01
1GNSCAKC5GR461348,2016,Chevrolet,Tahoe,LS,Sport Utility,Black,Jet Black,automatic,16,23,40232,35991,Ancira Buick GMC,2022-04-01
5N1AZ2CJ1LN118913,2020,Nissan,Murano,SL,SUV,Cayenne Red Metallic,Graphite,automatic,20,28,13091,36494,Ancira Nissan,2022-04-01
1FTEW1CP2LFC22656,2020,Ford,F-150,XL,4D SuperCrew,Gray,Medium Earth Gray,automatic,20,26,33256,36591,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1FTEW1CP5LKE86753,2020,Ford,F-150,XLT,4D SuperCrew,Oxford White,Medium Earth Gray,automatic,20,26,24106,36997,Ancira Ford Floresville,2022-04-01
1C4BJWFG1GL107600,2016,Jeep,Wrangler,Rubicon,Convertible,Bright White Clearcoat,Black,automatic,16,20,78865,36997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
5N1AZ2CJ4LN175106,2020,Nissan,Murano,SL,Sport Utility,Gun Metallic,Graphite,automatic,20,28,15126,36998,Ancira Volkswagen of San Antonio,2022-04-01
JTJYARBZ9K2132534,2019,Lexus,NX,NX 300 F SPORT,Sport Utility,Silver Lining Metallic,Circuit Red,automatic,22,28,37040,37298,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C4HJXDG2LW252236,2020,Jeep,Wrangler Unlimited,Sport Altitude,SUV,Bright White Clearcoat,Black,automatic,18,22,32997,37491,Ancira Nissan,2022-04-01
JTHBE1D24H5031406,2017,Lexus,IS,350,Sedan,Silver Lining Metallic,Black,automatic,19,28,26354,37491,Ancira Nissan,2022-04-01
1GNEVJKW4JJ235485,2018,Chevrolet,Traverse,Premier,Sport Utility,Summit White,Jet Black,automatic,17,25,65811,37498,Ancira Chrysler Jeep Dodge Ram,2022-04-01
ZAM57RSL7H1206575,2017,Maserati,Ghibli,S,4dr Car,Bronzo Siena Metallescent,Nero,automatic,16,24,44561,37498,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1GNERGKW9LJ155917,2020,Chevrolet,Traverse,LT 1LT,4D Sport Utility,Iridescent Pearl Tricoat,Jet Black,automatic,18,27,21897,37591,Ancira Chevy,2022-04-01
1C4HJXDGXJW126848,2018,Jeep,Wrangler,Sport S,Convertible,Billet Silver Metallic Clearcoat,Black/Heritage Tan,automatic,18,23,64306,37597,Ancira Chrysler Jeep Dodge Ram,2022-04-01
3GCUKRER9JG436771,2018,Chevrolet,Silverado 1500,LT,Pickup Crew Cab,Summit White,Jet Black,automatic,16,21,51285,37988,Ancira Chrysler Jeep Dodge Ram,2022-04-01
3GCUKREC7JG515867,2018,Chevrolet,Silverado 1500,LT LT2,4D Crew Cab,Silver Ice Metallic,Black,automatic,16,22,76386,37991,Ancira Chevy,2022-04-01
1GKKNKLA8MZ195572,2021,GMC,Acadia,SLE,Sport Utility,Cayenne Red Tintcoat,Jet Black,automatic,21,27,4266,37998,Ancira Volkswagen of San Antonio,2022-04-01
3GCUYDED6LG154497,2020,Chevrolet,Silverado 1500,LT,Pickup Crew Cab,Silver Ice Metallic,Jet Black,automatic,16,22,63638,38491,Ancira Kia,2022-04-01
1FTEW1CP1LKE59629,2020,Ford,F-150,XLT,Crew Cab Pickup,Oxford White,Gray,automatic,20,26,25521,38491,Ancira Nissan,2022-04-01
SADCL2BVXHA881874,2017,Jaguar,F-PACE,35t R-Sport,SUV,Ultimate Black Metallic,Red,automatic,18,23,65579,38491,Ancira Nissan,2022-04-01
2C4RC1BG5MR503260,2021,Chrysler,Pacifica,Touring L,4D Passenger Van,Beige / Tan,Black,automatic,19,28,30467,38791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
3GCPWBEK4MG191944,2021,Chevrolet,Silverado 1500,Custom,Pickup Crew Cab,Silver Ice Metallic,Jet Black,automatic,20,23,3676,38929,Ancira Nissan,2022-04-01
1FTEW1EP1LKD65828,2020,Ford,F-150,XL,Crew Cab Pickup,Abyss Gray Metallic,Medium Earth Gray,automatic,18,23,27732,38991,Ancira Kia,2022-04-01
WDDWK4JBXHF427602,2017,Mercedes-Benz,C-Class,C 300,2D Convertible,designo Selenite Gray Magno (Matte Finish),A,automatic,23,31,49647,38991,Ancira Chevy,2022-04-01
1FA6P8CF3K5143301,2019,Ford,Mustang,GT,2D Coupe,Shadow Black,Ebony,automatic,0,0,12612,38997,Ancira Ford Floresville,2022-04-01
1V2WC2CA9MC203053,2021,Volkswagen,Atlas Cross Sport,2.0T SE w/Technology,Sport Utility,Red,Titan Black,automatic,21,24,14728,38998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
5TDYZRFH1KS354152,2019,Toyota,Highlander,Limited,Sport Utility,Alumina Jade Metallic,Black,automatic,21,27,22086,39491,Ancira Volkswagen of Laredo,2022-04-01
1C4BJWFG4HL687605,2017,Jeep,Wrangler Unlimited,Rubicon,SUV,Firecracker Red Clearcoat,Black,automatic,16,20,50853,39491,Ancira Nissan,2022-04-01
1C6HJTAG5LL185153,2020,Jeep,Gladiator,Sport S,Crew Cab Pickup,Hydro Blue Pearlcoat,Black,automatic,17,22,22884,39991,Ancira Kia,2022-04-01
3GCPWCED5LG395822,2020,Chevrolet,Silverado 1500,LT Texas Edition,4D Crew Cab,Northsky Blue Metallic,Black,automatic,17,23,32588,39991,Ancira Chevy,2022-04-01
1FTEW1EP4KKD03578,2019,Ford,F-150,XLT,4D SuperCrew,Ruby Red,Medium Earth Gray,automatic,19,24,27974,39991,Ancira Chevy,2022-04-01
3C6UR5HJ4KG604142,2019,RAM,2500,Tradesman,4D Crew Cab,Pearl White,Medium Slate Gray/Black,automatic,0,0,93025,39991,Ancira Chevy,2022-04-01
3TMAZ5CN0NM166330,2022,Toyota,Tacoma,TRD Sport,Crew Cab Pickup,Magnetic Gray Metallic,Black,automatic,19,24,2494,39997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
5LMCJ1C9XNUL01801,2022,Lincoln,Corsair,Standard,Sport Utility,Gray,Ebony,automatic,22,29,1921,39999,Ancira Volkswagen of San Antonio,2022-04-01
1C4HJXEG4KW551885,2019,Jeep,Wrangler Unlimited,Sahara,SUV,Bright White Clearcoat,Black,automatic,18,23,63565,40491,Ancira Nissan,2022-04-01
SALVD2BGXHH240775,2017,Land Rover,Range Rover Evoque,HSE Dynamic,SUV,Phoenix Orange Metallic,Ebony/Pimento/Ebony,automatic,21,29,40527,40491,Ancira Nissan,2022-04-01
1N6AA1E53KN532244,2019,Nissan,Titan,SV,Crew Cab Pickup,Brilliant Silver Metallic,Black,automatic,15,21,26418,40491,Ancira Nissan,2022-04-01
1C6RREFT1LN361229,2020,RAM,1500,Lone Star,Crew Cab Pickup,Diamond Black Crystal Pearlcoat,Gray,automatic,15,22,26218,40859,Ancira Volkswagen of San Antonio,2022-04-01
1GNSKHKC1JR156531,2018,Chevrolet,Suburban,LT,4D Sport Utility,Silver Ice Metallic,Black,automatic,15,22,80404,41791,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1C4HJWFG5HL505176,2017,Jeep,Wrangler,Rubicon,Convertible,Black Clearcoat,Black,automatic,16,20,42046,41997,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C6RREFT0LN232723,2020,RAM,1500,Big Horn/Lone Star,4D Crew Cab,Diamond Black Crystal Pearlcoat,Black,automatic,0,0,28509,41997,Ancira Ford Floresville,2022-04-01
3C7WRVKG5LE131544,2020,RAM,ProMaster 3500 Cutaway,Low Roof,Specialty Vehicle,Bright White Clearcoat,Black,automatic,0,0,51178,41998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1FA6P8CF9L5187109,2020,Ford,Mustang,GT Premium,2dr Car,Charcoal,-1,automatic,16,25,9291,41998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1GCGTEEN1K1344845,2019,Chevrolet,Colorado,4WD ZR2,Crew Cab Pickup,Summit White,Jet Black,automatic,16,18,21245,42291,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C4SDHCT9KC806647,2019,Dodge,Durango,R/T,Sport Utility,DB Black Clearcoat,Black,automatic,14,22,43030,42398,Ancira Chrysler Jeep Dodge Ram,2022-04-01
1C6RREFT9LN276588,2020,RAM,1500,Big Horn/Lone Star,4D Crew Cab,Diamond Black Crystal Pearlcoat,Diesel Gray/Black,automatic,20,25,29794,42591,Ancira Chrysler Dodge Jeep Ram Eagle Pass,2022-04-01
1GNSCCKC9JR112888,2018,Chevrolet,Tahoe,Premier,Sport Utility,Tungsten Metallic,Jet Black,automatic,16,23,88756,42891,Ancira Buick GMC,2022-04-01
1GC4KYCY0JF101999,2018,Chevrolet,Silverado 3500HD,Work Truck,4D Crew Cab,Silver Ice Metallic,Dark Ash With Jet Black Interior Accents,automatic,0,0,120936,42897,Ancira Ford Floresville,2022-04-01
WA1EECF32M1046997,2021,Audi,Q3,Premium S line quattro,4D Sport Utility,Black,Okapi Brown,automatic,20,28,6020,42991,Ancira Chevy,2022-04-01
1FTEW1CP1MFB09363,2021,Ford,F-150,XL,4D SuperCrew,Gray,Black,automatic,20,26,10431,42997,Ancira Ford Floresville,2022-04-01
1C6JJTAG2ML546552,2021,Jeep,Gladiator,Sport S,Crew Cab Pickup,Black Clearcoat,Black,automatic,17,22,9746,43991,Ancira Volkswagen of Laredo,2022-04-01
1C4HJXEN8LW282757,2020,Jeep,Wrangler Unlimited,Unlimited Sahara,Convertible,Sting-Gray Clearcoat,Black,automatic,21,22,20676,43991,Ancira Buick GMC,2022-04-01
5J8YD7H70LL000974,2020,Acura,MDX,Advance Package,Sport Utility,Black,-1,automatic,26,27,53137,43991,Ancira Buick GMC,2022-04-01
3GNKBERS9LS591485,2020,Chevrolet,Blazer,RS,4D Sport Utility,Red,Black,automatic,19,26,12812,43991,Ancira Chevy,2022-04-01
1V2NR2CA6KC545034,2019,Volkswagen,Atlas,3.6L V6 SEL Premium,Sport Utility,White,Titan Black,automatic,17,23,22951,43997,Ancira Volkswagen of San Antonio,2022-04-01
KM8R34HE1MU265199,2021,Hyundai,Palisade,SEL,Sport Utility,Steel Graphite,Gray,automatic,19,26,11080,43998,Ancira Chrysler Jeep Dodge Ram,2022-04-01
